PID,Lot Area,Neighborhood,Bldg Type,Overall Qual,Overall Cond,Exterior 1st,Foundation,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom,Misc Feature,Misc Val,Mo Sold,SalePrice
903230110,5520.0,BrkSide,1Fam,5.0,7,AsbShng,BrkTil,565,651,0,1216.0,1.0,0.0,1,0.0,3,,0,4.0,115000.0
903231080,6240.0,BrkSide,1Fam,4.0,7,MetalSd,PConc,624,512,0,,0.0,1.0,1,,2,,0,8.0,123000.0
903232030,6120.0,BrkSide,1Fam,5.0,6,Plywood,CBlock,808,0,0,808.0,0.0,0.0,1,0.0,1,,0,6.0,81300.0
903232090,6240.0,BrkSide,1Fam,5.0,7,MetalSd,PConc,1128,445,0,1573.0,0.0,0.0,2,0.0,3,,0,6.0,162900.0
903233080,6240.0,BrkSide,1Fam,7.0,5,Wd Sdng,BrkTil,1245,764,0,2009.0,0.0,0.0,2,0.0,4,,0,1.0,150000.0
903234090,,OldTown,1Fam,5.0,5,Wd Sdng,BrkTil,1226,676,0,1902.0,0.0,0.0,2,0.0,4,,0,10.0,123500.0
903234100,6120.0,OldTown,1Fam,7.0,5,BrkFace,BrkTil,1022,752,0,,0.0,0.0,2,0.0,2,,0,4.0,129900.0
903235010,6155.0,BrkSide,1Fam,6.0,8,Wd Sdng,BrkTil,751,611,0,1362.0,0.0,0.0,2,0.0,3,,0,6.0,128000.0
903235100,6324.0,BrkSide,1Fam,4.0,6,MetalSd,BrkTil,520,0,0,520.0,0.0,0.0,1,0.0,1,,0,5.0,68500.0
903236010,8635.0,BrkSide,1Fam,5.0,5,Wd Sdng,CBlock,1072,213,0,1285.0,1.0,0.0,1,0.0,2,,0,1.0,127000.0
903400180,13053.0,BrkSide,1Fam,6.0,7,Wd Sdng,BrkTil,1053,795,0,1848.0,0.0,0.0,1,1.0,4,,0,6.0,207000.0
903401020,9120.0,BrkSide,1Fam,7.0,6,Wd Sdng,PConc,1133,687,0,1820.0,1.0,0.0,2,0.0,4,,0,6.0,184000.0
903401030,9144.0,BrkSide,1Fam,6.0,4,VinylSd,BrkTil,1170,546,0,1716.0,0.0,0.0,2,0.0,4,,0,3.0,162500.0
903401050,9144.0,BrkSide,1Fam,5.0,5,MetalSd,CBlock,988,517,0,1505.0,1.0,0.0,1,0.0,3,,0,7.0,145000.0
903425420,10267.0,BrkSide,1Fam,6.0,7,Stucco,BrkTil,838,0,0,838.0,1.0,0.0,1,0.0,2,,0,5.0,130000.0
903426160,8094.0,OldTown,2fmCon,6.0,8,Wd Sdng,PConc,1242,742,0,1984.0,0.0,0.0,2,0.0,5,Shed,1000,9.0,160000.0
903427090,5100.0,OldTown,1Fam,8.0,7,Stucco,PConc,833,833,0,,0.0,0.0,1,0.0,3,,0,6.0,161000.0
903429010,4347.0,OldTown,1Fam,6.0,8,MetalSd,BrkTil,825,784,0,1609.0,0.0,0.0,1,0.0,3,,0,6.0,127500.0
903452025,6291.0,IDOTRR,1Fam,6.0,6,Stucco,BrkTil,768,0,0,,0.0,0.0,1,0.0,1,,0,7.0,93850.0
903453050,10266.0,IDOTRR,1Fam,6.0,6,MetalSd,CBlock,768,768,0,1536.0,0.0,0.0,1,1.0,4,,0,5.0,136000.0
903454100,,IDOTRR,1Fam,6.0,6,Wd Sdng,BrkTil,1272,0,697,1969.0,0.0,0.0,2,0.0,4,,0,11.0,141000.0
903455030,10320.0,IDOTRR,1Fam,5.0,6,HdBoard,BrkTil,880,428,0,1308.0,0.0,0.0,2,0.0,2,,0,4.0,120000.0
903455140,7200.0,IDOTRR,1Fam,6.0,7,VinylSd,CBlock,1040,0,0,1040.0,0.0,0.0,1,0.0,2,,0,7.0,127500.0
903456130,7006.0,IDOTRR,1Fam,6.0,6,Stucco,PConc,788,448,0,1236.0,1.0,0.0,2,0.0,3,,0,8.0,127000.0
903458110,7920.0,IDOTRR,1Fam,6.0,7,MetalSd,CBlock,1035,371,0,1406.0,0.0,0.0,1,0.0,3,,0,3.0,89500.0
903475020,8235.0,OldTown,1Fam,5.0,7,MetalSd,CBlock,825,0,0,825.0,1.0,0.0,1,0.0,2,,0,6.0,125000.0
903476110,5586.0,OldTown,1Fam,6.0,7,MetalSd,BrkTil,1088,110,0,1198.0,0.0,0.0,1,0.0,4,,0,9.0,79900.0
903481010,10320.0,IDOTRR,1Fam,5.0,8,Wd Sdng,BrkTil,759,0,0,,0.0,0.0,1,0.0,1,,0,8.0,85000.0
903481100,10320.0,IDOTRR,2fmCon,3.0,3,AsphShn,PConc,808,536,0,,0.0,0.0,2,0.0,3,,0,5.0,82375.0
903484020,10320.0,IDOTRR,1Fam,6.0,7,MetalSd,CBlock,756,713,0,1469.0,0.0,0.0,1,0.0,3,,0,6.0,135000.0
904100020,9488.0,Sawyer,1Fam,5.0,6,VinylSd,CBlock,1054,0,0,1054.0,0.0,0.0,1,0.0,3,,0,,124000.0
904100040,8250.0,Sawyer,1Fam,5.0,5,HdBoard,CBlock,1211,0,0,,0.0,0.0,1,0.0,3,,0,8.0,134000.0
904100160,,Sawyer,1Fam,5.0,5,Wd Sdng,CBlock,720,551,0,1271.0,0.0,0.0,2,0.0,4,,0,8.0,135000.0
904101170,17120.0,ClearCr,1Fam,4.0,4,WdShing,CBlock,1120,468,0,1588.0,0.0,0.0,2,0.0,4,,0,7.0,134432.0
904351280,10106.0,Edwards,2fmCon,5.0,7,Wd Sdng,BrkTil,808,547,0,1355.0,1.0,0.0,2,0.0,4,,0,,127500.0
905100020,11235.0,Sawyer,1Fam,5.0,6,HdBoard,CBlock,1075,0,0,1075.0,1.0,0.0,1,0.0,3,,0,5.0,148000.0
905102170,11200.0,Sawyer,1Fam,5.0,5,HdBoard,CBlock,1040,0,0,1040.0,1.0,0.0,1,0.0,3,,0,2.0,129500.0
905103030,13014.0,Sawyer,1Fam,6.0,5,HdBoard,CBlock,1096,0,0,1096.0,1.0,0.0,1,0.0,3,,0,12.0,157500.0
905104080,7162.0,Sawyer,1Fam,5.0,7,HdBoard,PConc,904,0,0,904.0,0.0,0.0,1,0.0,3,,0,,109900.0
905104110,10265.0,Sawyer,1Fam,5.0,7,HdBoard,CBlock,992,0,0,992.0,1.0,0.0,1,0.0,3,Shed,600,7.0,145000.0
905104180,9764.0,Sawyer,1Fam,5.0,7,VinylSd,CBlock,894,0,0,894.0,1.0,0.0,1,0.0,3,,0,5.0,130000.0
905107280,7703.0,Sawyer,1Fam,6.0,8,HdBoard,CBlock,1034,0,0,1034.0,0.0,1.0,1,0.0,3,,0,5.0,153000.0
905107380,9981.0,Sawyer,1Fam,5.0,5,MetalSd,CBlock,1073,0,0,1073.0,0.0,0.0,1,0.0,3,,0,3.0,120000.0
905108170,7400.0,Sawyer,1Fam,5.0,5,VinylSd,PConc,1126,0,0,1126.0,1.0,0.0,1,0.0,2,,0,3.0,152000.0
905200090,12900.0,Sawyer,Duplex,4.0,4,Plywood,CBlock,1258,0,0,1258.0,2.0,0.0,0,2.0,0,,0,1.0,108959.0
905200100,12900.0,Sawyer,2fmCon,5.0,4,BrkFace,PConc,1140,0,0,1140.0,1.0,0.0,1,0.0,3,,0,1.0,95541.0
905200160,9000.0,Sawyer,1Fam,5.0,3,Wd Sdng,CBlock,1006,0,0,1006.0,0.0,0.0,1,0.0,3,,0,7.0,80000.0
905200510,8544.0,Sawyer,1Fam,5.0,6,HdBoard,CBlock,1228,0,0,1228.0,0.0,0.0,1,1.0,3,,0,6.0,149350.0
905201020,9239.0,Sawyer,1Fam,5.0,8,VinylSd,CBlock,960,0,0,960.0,1.0,0.0,1,0.0,3,,0,5.0,144900.0
905201110,14175.0,Sawyer,1Fam,6.0,8,HdBoard,CBlock,1188,0,0,1188.0,1.0,0.0,1,0.0,1,,0,6.0,185000.0
905201120,13284.0,Sawyer,1Fam,5.0,5,Wd Sdng,PConc,1383,0,0,1383.0,1.0,0.0,1,0.0,3,,0,6.0,165000.0
905202230,13500.0,ClearCr,1Fam,6.0,7,BrkFace,CBlock,1252,0,0,1252.0,1.0,0.0,1,0.0,1,,0,3.0,235000.0
905225040,13825.0,Sawyer,1Fam,5.0,6,MetalSd,CBlock,1021,580,0,1601.0,0.0,1.0,1,0.0,3,,0,12.0,140000.0
905226030,,Sawyer,1Fam,5.0,8,Wd Sdng,PConc,672,0,0,,0.0,0.0,1,0.0,2,,0,8.0,108000.0
905226110,10532.0,ClearCr,1Fam,5.0,3,Plywood,CBlock,1721,0,0,1721.0,1.0,0.0,2,0.0,3,,0,12.0,145000.0
905227050,8375.0,Sawyer,1Fam,5.0,7,Wd Sdng,BrkTil,864,486,0,1350.0,1.0,0.0,1,1.0,2,,0,6.0,152400.0
905300020,10200.0,Sawyer,1Fam,5.0,8,HdBoard,PConc,904,0,0,904.0,0.0,0.0,1,0.0,3,,0,6.0,144000.0
905351089,2887.0,ClearCr,1Fam,6.0,5,Wd Sdng,PConc,1291,0,0,1291.0,1.0,0.0,1,0.0,2,,0,11.0,173000.0
905352030,10005.0,ClearCr,1Fam,7.0,5,Plywood,CBlock,1156,866,0,2022.0,0.0,0.0,2,1.0,4,,0,3.0,192000.0
905352070,20270.0,ClearCr,1Fam,7.0,6,Plywood,CBlock,1524,0,0,1524.0,1.0,0.0,2,0.0,3,,0,4.0,245000.0
905401045,39104.0,ClearCr,1Fam,7.0,7,Plywood,CBlock,1363,0,0,1363.0,1.0,0.0,1,0.0,2,,0,4.0,241500.0
905401060,53227.0,ClearCr,1Fam,4.0,6,Plywood,CBlock,1663,0,0,1663.0,1.0,0.0,1,0.0,2,,0,3.0,256000.0
905402090,11512.0,Edwards,1Fam,6.0,7,Plywood,CBlock,1357,0,0,1357.0,1.0,0.0,1,0.0,2,,0,5.0,177000.0
905403060,5190.0,Edwards,1Fam,7.0,5,BrkFace,CBlock,617,462,0,1079.0,0.0,0.0,1,0.0,2,,0,1.0,125600.0
905403150,10452.0,Edwards,1Fam,6.0,5,Wd Sdng,CBlock,1094,0,0,1094.0,0.0,0.0,1,0.0,3,,0,6.0,155000.0
905425125,45600.0,ClearCr,1Fam,6.0,8,Wd Sdng,BrkTil,1307,1051,0,2358.0,0.0,0.0,3,0.0,5,,0,9.0,240000.0
905426030,19550.0,Edwards,1Fam,5.0,7,PreCast,PConc,1518,0,0,1518.0,1.0,0.0,1,0.0,2,,0,1.0,260000.0
905427050,21780.0,Edwards,1Fam,6.0,7,Wd Sdng,BrkTil,1163,511,0,1674.0,0.0,0.0,2,0.0,4,,0,7.0,185000.0
905427070,13728.0,Edwards,1Fam,6.0,7,Stucco,CBlock,1236,872,0,2108.0,0.0,0.0,2,0.0,4,,0,7.0,235000.0
905451330,9571.0,Edwards,1Fam,5.0,6,Wd Sdng,CBlock,1509,0,0,1509.0,1.0,0.0,1,0.0,3,,0,7.0,159900.0
905452070,9350.0,Edwards,Duplex,5.0,5,HdBoard,PConc,864,0,0,864.0,1.0,0.0,1,0.0,2,,0,4.0,99600.0
905452120,,Edwards,1Fam,6.0,8,VinylSd,CBlock,621,648,0,1269.0,0.0,0.0,1,1.0,3,,0,11.0,134500.0
905476120,8405.0,Edwards,1Fam,5.0,8,MetalSd,BrkTil,961,406,0,1367.0,1.0,0.0,1,0.0,4,,0,4.0,119000.0
905477050,7000.0,Edwards,2fmCon,5.0,7,MetalSd,CBlock,820,527,0,1347.0,1.0,0.0,1,0.0,3,,0,1.0,107500.0
905479110,10880.0,Edwards,2fmCon,5.0,5,MetalSd,CBlock,1164,0,0,1164.0,1.0,0.0,1,0.0,3,,0,8.0,125000.0
905480150,9600.0,Edwards,1Fam,6.0,5,Wd Sdng,BrkTil,572,524,0,1096.0,0.0,0.0,1,0.0,2,,0,4.0,79000.0
905480240,9084.0,Edwards,1Fam,5.0,6,VinylSd,CBlock,616,495,0,,0.0,1.0,1,0.0,3,,0,3.0,95000.0
906204150,11839.0,SawyerW,1Fam,7.0,5,HdBoard,PConc,1532,797,0,2329.0,1.0,0.0,2,1.0,4,,0,5.0,262280.0
906204280,9771.0,SawyerW,1Fam,6.0,5,HdBoard,PConc,1093,1721,0,,0.0,1.0,2,1.0,4,,0,6.0,260000.0
906223110,9938.0,SawyerW,1Fam,7.0,5,HdBoard,PConc,1626,0,0,1626.0,1.0,0.0,2,1.0,3,,0,4.0,226500.0
906223140,14171.0,SawyerW,1Fam,7.0,5,VinylSd,PConc,1101,1099,0,2200.0,0.0,0.0,2,1.0,4,,0,12.0,225000.0
906223220,10541.0,SawyerW,1Fam,7.0,5,VinylSd,PConc,1302,735,0,2037.0,0.0,0.0,2,1.0,3,,0,2.0,229000.0
906378190,10616.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,628,728,0,1356.0,0.0,0.0,2,1.0,3,,0,3.0,177439.0
906380030,9345.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1615,0,0,1615.0,0.0,0.0,2,0.0,3,,0,5.0,248500.0
906412010,11778.0,CollgCr,1Fam,9.0,5,VinylSd,PConc,2276,0,0,2276.0,1.0,0.0,2,0.0,3,,0,6.0,475000.0
906412050,11778.0,CollgCr,1Fam,9.0,5,VinylSd,PConc,1766,0,0,1766.0,1.0,0.0,2,1.0,3,,0,12.0,395039.0
906420130,11228.0,SawyerW,1Fam,7.0,5,VinylSd,PConc,1080,1017,0,2097.0,0.0,1.0,2,1.0,3,,0,12.0,228000.0
906424010,11454.0,SawyerW,1Fam,8.0,5,VinylSd,PConc,1511,0,0,1511.0,1.0,0.0,2,0.0,3,,0,2.0,225000.0
906475100,11500.0,ClearCr,1Fam,6.0,6,Plywood,CBlock,1643,0,0,1643.0,1.0,0.0,2,0.0,2,,0,,195000.0
906476030,12798.0,ClearCr,1Fam,6.0,5,VinylSd,PConc,616,1072,0,1688.0,1.0,0.0,2,1.0,4,Shed,400,,200000.0
907126030,9750.0,CollgCr,1Fam,5.0,7,VinylSd,PConc,990,0,0,990.0,1.0,0.0,1,0.0,3,,0,8.0,155000.0
907135020,9525.0,CollgCr,1Fam,5.0,6,VinylSd,PConc,1099,0,0,,0.0,0.0,1,1.0,3,,0,6.0,144000.0
907135260,9245.0,CollgCr,1Fam,5.0,5,VinylSd,PConc,990,0,0,990.0,0.0,1.0,1,0.0,3,,0,2.0,145000.0
907175080,8696.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1418,0,0,1418.0,1.0,0.0,2,0.0,3,,0,5.0,226001.0
907176010,13142.0,CollgCr,1Fam,6.0,5,VinylSd,PConc,872,899,0,1771.0,1.0,0.0,2,1.0,3,,0,7.0,215700.0
907181120,8998.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,782,870,0,1652.0,0.0,0.0,2,1.0,3,,0,6.0,207500.0
907181140,9179.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,882,908,0,1790.0,1.0,0.0,2,1.0,3,,0,6.0,193000.0
907187030,8924.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,880,844,0,,0.0,0.0,2,1.0,3,,0,7.0,188000.0
907187080,9382.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1479,0,0,1479.0,0.0,0.0,2,0.0,3,,0,7.0,191000.0
907192130,12803.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1494,0,0,1494.0,1.0,0.0,2,0.0,3,,0,9.0,221000.0
907194020,12435.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,963,829,0,,0.0,0.0,2,1.0,3,,0,5.0,231500.0
907196040,12192.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,928,895,0,1823.0,1.0,0.0,2,1.0,3,Shed,4500,5.0,235000.0
907196050,11250.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,920,866,0,1786.0,1.0,0.0,2,1.0,3,,0,9.0,223500.0
907200110,9200.0,CollgCr,1Fam,5.0,6,VinylSd,CBlock,938,0,0,938.0,1.0,0.0,1,0.0,3,,0,7.0,130250.0
907201060,8385.0,CollgCr,1Fam,5.0,8,HdBoard,CBlock,985,0,0,985.0,0.0,0.0,2,0.0,3,,0,11.0,149900.0
907202010,12250.0,CollgCr,1Fam,5.0,6,HdBoard,CBlock,1174,0,0,1174.0,1.0,0.0,1,0.0,3,,0,5.0,158000.0
907202160,10970.0,CollgCr,1Fam,6.0,6,Plywood,CBlock,1026,0,0,1026.0,1.0,0.0,1,0.0,3,,0,10.0,147000.0
907202190,9216.0,CollgCr,1Fam,5.0,6,HdBoard,CBlock,1076,0,0,1076.0,0.0,0.0,1,1.0,3,,0,9.0,143195.0
907202240,14330.0,CollgCr,1Fam,5.0,6,Plywood,CBlock,1558,0,0,1558.0,1.0,0.0,2,0.0,2,,0,8.0,163000.0
907203090,7990.0,CollgCr,1Fam,5.0,6,HdBoard,CBlock,924,0,0,,0.0,0.0,1,0.0,3,,0,4.0,110000.0
907227050,7180.0,CollgCr,1Fam,5.0,7,HdBoard,CBlock,864,0,0,864.0,0.0,0.0,1,0.0,3,,0,5.0,127000.0
907227300,7200.0,CollgCr,1Fam,5.0,7,HdBoard,CBlock,780,0,0,780.0,0.0,0.0,1,0.0,2,,0,1.0,124900.0
907250020,9742.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1795,0,0,1795.0,0.0,0.0,2,0.0,3,,0,9.0,230000.0
907251090,9473.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1128,903,0,2031.0,1.0,0.0,2,1.0,3,,0,3.0,237000.0
907253060,10316.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,992,873,0,1865.0,1.0,0.0,2,1.0,3,,0,6.0,235000.0
907253110,10400.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1290,871,0,2161.0,0.0,0.0,2,1.0,3,,0,6.0,230500.0
907254020,9066.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1004,848,0,1852.0,0.0,0.0,2,1.0,3,,0,12.0,230000.0
907254090,11404.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1153,878,0,2031.0,0.0,0.0,2,1.0,3,,0,7.0,222500.0
907255020,9240.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1055,1208,0,2263.0,0.0,0.0,2,1.0,3,,0,9.0,287000.0
907255030,9720.0,CollgCr,1Fam,9.0,5,VinylSd,PConc,1366,581,0,1947.0,1.0,0.0,2,1.0,3,,0,1.0,274000.0
907255060,14860.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1786,0,0,1786.0,1.0,0.0,2,0.0,3,,0,6.0,
907260010,11250.0,CollgCr,1Fam,8.0,5,CemntBd,PConc,1149,1141,0,2290.0,0.0,0.0,2,1.0,4,,0,5.0,255900.0
907262030,8158.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,884,884,0,1768.0,1.0,0.0,2,1.0,3,,0,7.0,224900.0
907262060,10905.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1129,1198,0,2327.0,0.0,0.0,2,1.0,4,,0,8.0,240000.0
907262070,7226.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,798,842,0,,0.0,0.0,2,,3,,0,6.0,183000.0
907265100,11690.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,886,878,0,,0.0,0.0,2,1.0,3,,0,6.0,207000.0
907285080,8750.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,933,975,0,1908.0,1.0,0.0,2,1.0,4,,0,7.0,210000.0
907290150,4435.0,CollgCr,TwnhsE,6.0,5,VinylSd,PConc,848,0,0,848.0,1.0,0.0,1,0.0,1,,0,3.0,136500.0
907290250,4426.0,CollgCr,TwnhsE,6.0,5,VinylSd,PConc,848,0,0,848.0,1.0,0.0,1,0.0,1,,0,2.0,145000.0
907295020,13125.0,CollgCr,1Fam,6.0,5,VinylSd,PConc,1493,0,0,1493.0,1.0,0.0,2,0.0,3,,0,4.0,208900.0
907295100,10126.0,CollgCr,Duplex,6.0,5,VinylSd,PConc,1838,0,0,1838.0,2.0,0.0,2,0.0,2,,0,7.0,185000.0
907405020,9135.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1536,0,0,1536.0,1.0,0.0,2,0.0,3,,0,12.0,214000.0
907405140,8450.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,856,854,0,,1.0,0.0,2,1.0,3,,0,2.0,208500.0
907412040,9750.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1445,0,0,1445.0,0.0,0.0,2,0.0,3,,0,6.0,186500.0
907412070,8450.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1436,0,0,,1.0,0.0,2,0.0,3,,0,4.0,210000.0
907412080,8320.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,770,812,0,1582.0,0.0,0.0,2,1.0,3,,0,9.0,185900.0
907412090,11049.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1234,0,0,,0.0,0.0,2,0.0,3,,0,1.0,179900.0
907418010,11058.0,CollgCr,1Fam,7.0,6,VinylSd,PConc,1564,0,0,1564.0,0.0,0.0,2,0.0,3,,0,2.0,218836.0
907418040,,CollgCr,1Fam,,5,VinylSd,PConc,1361,0,0,1361.0,0.0,0.0,2,0.0,3,,0,,193000.0
907420080,8199.0,CollgCr,1Fam,7.0,5,WdShing,PConc,728,728,0,1456.0,1.0,0.0,2,1.0,3,,0,10.0,189000.0
907425010,4426.0,CollgCr,TwnhsE,6.0,5,VinylSd,PConc,848,0,0,848.0,1.0,0.0,1,0.0,1,,0,5.0,149300.0
907425015,4426.0,CollgCr,TwnhsE,6.0,5,VinylSd,PConc,848,0,0,848.0,1.0,0.0,1,0.0,1,,0,5.0,141000.0
907425030,4438.0,CollgCr,TwnhsE,6.0,5,VinylSd,PConc,848,0,0,848.0,1.0,0.0,1,0.0,1,,0,1.0,149000.0
907425035,4438.0,CollgCr,TwnhsE,6.0,5,VinylSd,PConc,848,0,0,848.0,1.0,0.0,1,0.0,1,,0,6.0,144500.0
908102030,8777.0,Edwards,1Fam,5.0,7,MetalSd,CBlock,796,0,0,796.0,0.0,0.0,1,0.0,2,,0,5.0,85000.0
908102040,8777.0,Edwards,Duplex,5.0,7,MetalSd,CBlock,1272,928,0,2200.0,2.0,0.0,2,2.0,4,,0,,145900.0
908102140,9825.0,Edwards,1Fam,5.0,5,HdBoard,CBlock,1092,0,0,1092.0,0.0,0.0,1,0.0,3,,0,4.0,123000.0
908102260,9937.0,Edwards,1Fam,5.0,6,HdBoard,CBlock,1256,0,0,1256.0,1.0,0.0,1,1.0,3,,0,6.0,147500.0
908103260,12102.0,Edwards,1Fam,5.0,5,HdBoard,CBlock,1033,0,0,1033.0,0.0,1.0,1,0.0,3,,0,4.0,165000.0
908103280,6500.0,Edwards,1Fam,6.0,6,HdBoard,CBlock,1127,0,0,1127.0,0.0,1.0,1,1.0,3,,0,5.0,135000.0
908127120,13907.0,Edwards,1Fam,5.0,6,WdShing,CBlock,996,0,0,996.0,1.0,0.0,1,0.0,3,,0,7.0,108000.0
908128050,10012.0,Edwards,1Fam,4.0,5,Plywood,CBlock,1181,0,0,1181.0,1.0,0.0,2,0.0,3,,0,4.0,137500.0
908128110,6931.0,Edwards,1Fam,7.0,5,VinylSd,PConc,760,896,0,1656.0,0.0,0.0,2,1.0,3,,0,7.0,165400.0
908151040,9638.0,Edwards,1Fam,6.0,6,Plywood,CBlock,1117,0,0,1117.0,1.0,0.0,1,0.0,3,,0,11.0,147000.0
908152110,7200.0,Edwards,1Fam,6.0,7,Plywood,CBlock,684,714,0,1398.0,0.0,0.0,1,1.0,3,,0,2.0,160500.0
908152270,,Edwards,1Fam,4.0,5,VinylSd,PConc,1132,0,0,1132.0,1.0,0.0,1,1.0,2,,0,6.0,176000.0
908154235,63887.0,Edwards,1Fam,10.0,5,Stucco,PConc,4692,950,0,5642.0,2.0,0.0,2,1.0,3,,0,1.0,160000.0
908186040,3675.0,Edwards,TwnhsE,6.0,5,VinylSd,PConc,1072,0,0,1072.0,1.0,0.0,1,0.0,2,,0,6.0,148000.0
908201100,6040.0,Edwards,Duplex,4.0,5,AsbShng,PConc,1152,0,0,1152.0,0.0,0.0,2,0.0,2,,0,6.0,82000.0
908201110,6012.0,Edwards,Duplex,4.0,5,AsbShng,PConc,1152,0,0,1152.0,0.0,0.0,2,0.0,2,,0,6.0,82000.0
908201120,12108.0,Edwards,Duplex,4.0,4,VinylSd,CBlock,1440,0,0,1440.0,0.0,0.0,2,0.0,4,,0,9.0,118000.0
908204160,6845.0,Edwards,Duplex,4.0,5,WdShing,Slab,1152,0,0,1152.0,0.0,0.0,2,0.0,2,,0,7.0,82500.0
908225170,6931.0,Edwards,2fmCon,4.0,5,Wd Sdng,CBlock,784,0,0,784.0,1.0,0.0,1,0.0,2,,0,5.0,91900.0
908226120,12180.0,Edwards,1Fam,5.0,7,Wd Sdng,PConc,585,468,0,1053.0,0.0,0.0,1,1.0,2,,0,1.0,120000.0
908250040,8050.0,Edwards,1Fam,5.0,8,MetalSd,Slab,929,208,0,1137.0,0.0,0.0,1,1.0,4,,0,4.0,96000.0
908250090,9520.0,Edwards,1Fam,4.0,5,MetalSd,CBlock,930,0,0,930.0,0.0,0.0,1,0.0,2,Gar2,3000,,99000.0
908275130,11767.0,Edwards,1Fam,5.0,6,MetalSd,CBlock,768,432,0,1200.0,0.0,0.0,1,0.0,3,,0,5.0,130500.0
908275180,8172.0,Edwards,1Fam,4.0,6,MetalSd,PConc,997,473,0,1470.0,0.0,0.0,2,0.0,4,,0,5.0,135000.0
908275280,16466.0,Edwards,1Fam,5.0,7,MetalSd,PConc,872,521,0,1393.0,0.0,0.0,1,1.0,3,,0,4.0,135500.0
908276140,7692.0,Edwards,1Fam,4.0,6,Wd Sdng,CBlock,1204,0,0,1204.0,0.0,0.0,1,0.0,3,,0,11.0,100000.0
909100150,5142.0,Edwards,1Fam,4.0,7,Wd Sdng,PConc,949,343,0,1292.0,0.0,0.0,1,1.0,3,,0,6.0,108000.0
909100170,5604.0,Edwards,1Fam,5.0,6,Stucco,CBlock,864,0,0,864.0,1.0,0.0,1,0.0,2,,0,,98000.0
909101060,8248.0,Edwards,1Fam,3.0,3,Stucco,BrkTil,864,0,0,,1.0,0.0,1,0.0,2,,0,9.0,67000.0
909101180,5687.0,SWISU,2fmCon,5.0,6,VinylSd,PConc,936,780,0,1716.0,1.0,0.0,2,0.0,6,,0,3.0,135900.0
909131170,12155.0,SWISU,1Fam,6.0,8,Wd Sdng,BrkTil,810,672,0,1482.0,0.0,0.0,2,0.0,4,,0,3.0,140000.0
909175050,8400.0,SWISU,1Fam,5.0,8,Wd Sdng,PConc,1052,720,420,2192.0,0.0,0.0,2,1.0,4,,0,7.0,179500.0
909175100,8400.0,SWISU,1Fam,6.0,5,MetalSd,PConc,1390,304,0,1694.0,0.0,0.0,2,0.0,4,,0,6.0,136500.0
909177120,7290.0,SWISU,1Fam,7.0,8,WdShing,BrkTil,1424,0,0,1424.0,0.0,0.0,2,0.0,2,,0,4.0,168000.0
909201110,8525.0,SWISU,1Fam,5.0,6,MetalSd,PConc,1024,940,0,1964.0,0.0,0.0,1,1.0,4,,0,11.0,130000.0
909250040,9842.0,SWISU,1Fam,5.0,6,MetalSd,BrkTil,990,1611,0,2601.0,0.0,0.0,3,1.0,4,,0,5.0,189000.0
909250230,7804.0,SWISU,Duplex,6.0,7,Stucco,BrkTil,960,960,0,1920.0,2.0,0.0,2,2.0,4,,0,7.0,161900.0
909251080,8969.0,Crawfor,1Fam,6.0,6,Wd Sdng,BrkTil,672,644,0,1316.0,1.0,0.0,1,0.0,2,,0,7.0,145000.0
909251090,11526.0,Crawfor,1Fam,6.0,7,MetalSd,BrkTil,1423,748,384,,0.0,0.0,2,0.0,3,,0,9.0,191000.0
